9.1.1.3,30,-,統計的ツールに携わる要員が持つべき力量の要求はどこに記載されているか？,選択肢a：IATF16949:2016 9.1.1.3,選択肢b：ISO9001:2015 7.2,選択肢c：レファレンスマニュアルSPCの必要部分,c,要求事項の適合した例：SPCのレファレンスマニュアルを参照して、統計的ツールに携わる要員に必要な力量を定義し、教育・評価・記録を行う。 適合していない例：IATF16949:2016 9.1.1.3やISO9001:2015 7.2をそのまま引用して、統計的ツールに携わる要員の力量を定義する。 箇条要求事項の概要詳細解説：統計的ツールに携わる要員が持つべき力量の要求はレファレンスマニュアルSPCの必要部分に記載されており、それらは以下の通りである。 1.ばらつきの原理と分布（位置、広がり、形状） 2.安定性と工程能力 3.安定／不安定　×　工程能力あり／なし　の組合せに関する考え方 4.共通原因、特別原因、過剰調整（共通原因に対して特別原因対策を行うこと。）の意味
9.1.1.3,31,-,プレス製造工程でXbar-R管理図を使用している場合、管理限界線はどのように算出するか？,選択肢a：サンプルサイズnと平均値Xbarと範囲Rを用いて算出する。,選択肢b：サンプルサイズnと平均値Xbarと標準偏差Sを用いて算出する。,選択肢c：サンプルサイズnと平均値Xbarと中央値Mを用いて算出する。,a,要求事項の適合した例：プレス製造工程でXbar-R管理図を使用している場合、管理限界線はサンプルサイズnと平均値Xbarと範囲Rを用いて算出する。具体的には、中心線CL=Xbar、上方管理限界線UCL=Xbar+A2R、下方管理限界線LCL=Xbar-A2Rとなる。ここでA2はサンプルサイズnに応じた係数である。 適合していない例：プレス製造工程でXbar-R管理図を使用している場合、管理限界線はサンプルサイズnと平均値Xbarと標準偏差Sを用いて算出する。具体的には、中心線CL=Xbar、上方管理限界線UCL=Xbar+3S、下方管理限界線LCL=Xbar-3Sとなる。これはXbar-S管理図の場合の計算方法であり、Xbar-R管理図ではない。 箇条要求事項の概要詳細解説：統計的ツールに携わる要員は、管理図の種類に応じて管理限界線の算出方法を理解していなければならない。Xbar-R管理図は、サブグループ内の変動を表す範囲Rを用いて管理限界線を算出する。Xbar-S管理図は、サブグループ内の変動を表す標準偏差Sを用いて管理限界線を算出する。
9.1.1.3,32,-,金型設計工程で【金型設計工程：金型の形状や構造を設計する工程】特殊特性【特殊特性：顧客や法規制などによって重要度が高く指定された特性】の管理に使用する統計的ツールはどれか？,選択肢a：FMEA【FMEA：故障モードと影響分析。製品や工程の潜在的な不具合やリスクを事前に予測し、対策を立てる手法】とコントロールプラン【コントロールプラン：製品や工程の特性を管理するための計画書】,選択肢b：DOE【DOE：実験計画法。複数の要因がある場合にその影響度や相互作用を効率的に調べる手法】と回帰分析【回帰分析：変数間の関係性を数学的なモデルで表す手法】,選択肢c：MSA【MSA：測定システム解析。測定システムの精度や再現性などを評価する手法】とGR&R【GR&R：ゲージR&R。測定システムのばらつきの要因を分解して分析する手法】,a,要求事項の適合した例：金型設計工程で特殊特性の管理に使用する統計的ツールはFMEAとコントロールプランである。FMEAでは金型設計に関するリスクや不具合を予防的に評価し、コントロールプランでは金型設計の特性や仕様を明確にし、管理方法や検証方法を決める。 適合していない例：金型設計工程で特殊特性の管理に使用する統計的ツールはDOEと回帰分析である。DOEでは金型設計に影響する要因を実験的に調べるが、特殊特性の管理には不適切である。回帰分析では金型設計の変数間の関係性をモデル化するが、特殊特性の管理には不十分である。 箇条要求事項の概要詳細解説：統計的ツールに携わる要員は、特殊特性の管理に使用する統計的ツールを適切に選択して使用しなければならない。金型設計工程では、FMEAとコントロールプランが特殊特性の管理に使用する統計的ツールとして推奨されている。これらのツールは、金型設計のリスクや不具合を予防し、品質を確保するために有効である。
9.1.1.3,33,-,射出成型製造工程で【射出成型製造工程：樹脂を溶かして金型に注入し、冷却して成形する工程】工程能力指数Cpk【Cpk：工程能力指数。工程のばらつきと仕様幅の比較によって工程能力を評価する指標】が目標値に達していない場合には、どのような対策を行うべきか？,選択肢a：特別原因【特別原因：管理図で異常値として検出されるばらつき】と共通原因【共通原因：管理図で正常範囲内にあるばらつき】の両方を除去して工程能力を改善する,選択肢b：特別原因だけを除去して工程能力を改善する,選択肢c：共通原因だけを除去して工程能力を改善する,a,要求事項の適合した例：射出成型製造工程で工程能力指数Cpkが目標値に達していない場合には、特別原因と共通原因の両方を除去して工程能力を改善する。特別原因は管理図で異常値として検出されるばらつきであり、即時に対策を行う必要がある。共通原因は管理図で正常範囲内にあるばらつきであり、改善活動によって低減させる必要がある。 適合していない例：射出成型製造工程で工程能力指数Cpkが目標値に達していない場合には、特別原因だけを除去して工程能力を改善する。これでは共通原因が残っており、工程能力は十分に向上しない。 箇条要求事項の概要詳細解説：統計的ツールに携わる要員は、工程能力指数Cpkが目標値に達していない場合には、特別原因と共通原因の両方を除去して工程能力を改善する必要があることを理解していなければならない。特別原因は管理図で異常値として検出されるばらつきであり、共通原因は管理図で正常範囲内にあるばらつきである。特別原因は即時に対策を行い、共通原因は改善活動によって低減させることで、工程能力を向上させることができる。
9.1.1.3,34,-,プレス製造工程で【プレス製造工程：金属板をプレス機で加圧して成形する工程】管理図【管理図：工程のばらつきをグラフ化して管理するツール】を使用している場合には、どのような統計的概念が必要か？,選択肢a：ばらつき、管理（安定性）、工程能力、過剰調整,選択肢b：ばらつき、管理（安定性）、平均値、標準偏差,選択肢c：ばらつき、管理（安定性）、中央値、四分位数,a,要求事項の適合した例：プレス製造工程で管理図を使用している場合には、ばらつき、管理（安定性）、工程能力、過剰調整という統計的概念が必要である。ばらつきは工程の品質特性の変動を表し、管理（安定性）は工程が特別原因や共通原因によって影響されていないかを判断するために必要である。工程能力は工程のばらつきと仕様幅の比較によって工程の品質水準を評価するために必要である。過剰調整は工程が不安定な状態にあるときに行われる調整であり、逆に品質を低下させる可能性があるため注意する必要がある。 適合していない例：プレス製造工程で管理図を使用している場合には、ばらつき、管理（安定性）、平均値、標準偏差という統計的概念が必要である。これでは工程能力や過剰調整という重要な概念が欠けており、管理図の意味や目的を十分に理解していないことになる。 箇条要求事項の概要詳細解説：統計的ツールに携わる要員は、管理図を使用している場合には、ばらつき、管理（安定性）、工程能力、過剰調整という統計的概念を理解していなければならない。ばらつきは工程の品質特性の変動を表し、管理（安定性）は工程が特別原因や共通原因によって影響されていないかを判断するために必要である。工程能力は工程のばらつきと仕様幅の比較によって工程の品質水準を評価するために必要である。過剰調整は工程が不安定な状態にあるときに行われる調整であり、逆に品質を低下させる可能性があるため注意する必要がある。
9.1.1.3,35,-,射出成型製造工程で【射出成型製造工程：溶かした樹脂を金型に注入して冷却することで成形する工程】統計的ツール【統計的ツール：統計的手法や分析法を用いてデータを処理するツール】を使用している場合には、どのような利点があるか？,選択肢a：樹脂の消費量や廃棄物の発生量を削減できる,選択肢b：樹脂の品質や特性を向上させることができる,選択肢c：樹脂の温度や圧力などの工程条件を最適化することができる,c,要求事項の適合した例：射出成型製造工程で統計的ツールを使用している場合には、樹脂の温度や圧力などの工程条件を最適化することができる利点がある。統計的ツールを使用すれば、工程条件と製品品質との関係性を分析したり、工程条件のばらつきや影響因子を特定したり、工程条件の目標値や許容範囲を決定したりすることができる。これらのことは、製品品質の安定化や改善に寄与するために重要である。 適合していない例：射出成型製造工程で統計的ツールを使用している場合には、樹脂の消費量や廃棄物の発生量を削減できる利点がある。これでは統計的ツールの目的や効果と関係が薄く、工程条件と製品品質との関係性を無視していることになる。 箇条要求事項の概要詳細解説：統計的ツールに携わる要員は、射出成型製造工程で統計的ツールを使用している場合には、樹脂の温度や圧力などの工程条件を最適化することができる利点があることを理解していなければならない。統計的ツールを使用すれば、工程条件と製品品質との関係性を分析したり、工程条件のばらつきや影響因子を特定したり、工程条件の目標値や許容範囲を決定したりすることができる。これらのことは、製品品質の安定化や改善に寄与するために重要である。
9.1.1.3,36,-,プレス製造工程で【プレス製造工程：金属板をプレス機で加圧して成形する工程】統計的ツール【統計的ツール：統計的手法や分析法を用いてデータを処理するツール】を使用する際には、どのような注意点があるか？,選択肢a：プレス機の能力や性能を定期的に評価すること,選択肢b：プレス部品の寸法や重量などの特性をランダムに測定すること,選択肢c：プレス部品の特殊特性【特殊特性：顧客や規制当局から安全性や信頼性に関連するとして指定された特性】を優先的に管理すること,c,要求事項の適合した例：プレス製造工程で統計的ツールを使用する際には、プレス部品の特殊特性【特殊特性：顧客や規制当局から安全性や信頼性に関連するとして指定された特性】を優先的に管理することが注意点である。統計的ツールを使用すれば、特殊特性のばらつきや能力を把握したり、特殊特性に影響する要因や条件を制御したり、特殊特性の目標値や許容範囲を満たすための改善策を立案したりすることができる。これらのことは、特殊特性が製品の安全性や信頼性に直接関わるために重要である。 適合していない例：プレス製造工程で統計的ツールを使用する際には、プレス部品の寸法や重量などの特性をランダムに測定することが注意点である。これでは統計的ツールの目的や効果と関係がなく、測定データが偏ったり不十分になったりする可能性があることになる。 箇条要求事項の概要詳細解説：統計的ツールに携わる要員は、プレス製造工程で統計的ツールを使用する際には、プレス部品の特殊特性【特殊特性：顧客や規制当局から安全性や信頼性に関連するとして指定された特性】を優先的に管理することが注意点であることを理解していなければならない。統計的ツールを使用すれば、特殊特性のばらつきや能力を把握したり、特殊特性に影響する要因や条件を制御したり、特殊特性の目標値や許容範囲を満たすための改善策を立案したりすることができる。これらのことは、特殊特性が製品の安全性や信頼性に直接関わるために重要である。
9.1.1.3,37,-,プレス製造工程で【プレス製造工程：金属板をプレス機で加圧して成形する工程】統計的ツール【統計的ツール：統計的手法や分析法を用いてデータを処理するツール】を使用しないデメリットは何か？,選択肢a：プレス部品の寸法や形状が不安定になること,選択肢b：プレス機の故障や停止が増えること,選択肢c：プレス部品のコストや廃棄率が上がること,a,要求事項の適合した例：プレス製造工程で統計的ツールを使用しないデメリットは、プレス部品の寸法や形状が不安定になることである。統計的ツールを使用すれば、プレス部品の寸法や形状のばらつきや能力を把握したり、プレス部品の寸法や形状に影響する要因や条件を制御したり、プレス部品の寸法や形状の目標値や許容範囲を満たすための改善策を立案したりすることができる。これらのことは、プレス部品の寸法や形状を安定させるために重要である。 適合していない例：プレス製造工程で統計的ツールを使用しないデメリットは、プレス機の故障や停止が増えることである。これでは統計的ツールと関係がなく、プレス部品の寸法や形状という観点から問題を考えていないことになる。 箇条要求事項の概要詳細解説：統計的ツールに携わる要員は、プレス製造工程で統計的ツールを使用しないデメリットは、プレス部品の寸法や形状が不安定になることであることを理解していなければならない。統計的ツールを使用すれば、プレス部品の寸法や形状のばらつきや能力を把握したり、プレス部品の寸法や形状に影響する要因や条件を制御したり、プレス部品の寸法や形状の目標値や許容範囲を満たすための改善策を立案したりすることができる。これらのことは、プレス部品の寸法や形状を安定させるために重要である。
9.1.1.3,38,-,射出成型製造工程で【射出成型製造工程：樹脂材料を加熱溶解して金型に注入し冷却固化させる工程】統計的ツール【統計的ツール：統計的手法や分析法を用いてデータを処理するツール】を使用するメリットは何か？,選択肢a：射出成型部品の寸法や形状が安定すること,選択肢b：射出成型機の故障や停止が減ること,選択肢c：射出成型部品のコストや廃棄率が下がること,a,要求事項の適合した例：射出成型製造工程で統計的ツールを使用するメリットは、射出成型部品の寸法や形状が安定することである。統計的ツールを使用すれば、射出成型部品の寸法や形状のばらつきや能力を把握したり、射出成型部品の寸法や形状に影響する要因や条件を制御したり、射出成型部品の寸法や形状の目標値や許容範囲を満たすための改善策を立案したりすることができる。これらのことは、射出成型部品の寸法や形状を安定させるために重要である。 適合していない例：射出成型製造工程で統計的ツールを使用するメリットは、射出成型機の故障や停止が減ることである。これでは統計的ツールと関係がなく、射出成型部品の寸法や形状という観点から問題を考えていないことになる。 箇条要求事項の概要詳細解説：統計的ツールに携わる要員は、射出成型製造工程で統計的ツールを使用するメリットは、射出成型部品の寸法や形状が安定することであることを理解していなければならない。統計的ツールを使用すれば、射出成型部品の寸法や形状のばらつきや能力を把握したり、射出成型部品の寸法や形状に影響する要因や条件を制御したり、射出成型部品の寸法や形状の目標値や許容範囲を満たすための改善策を立案したりすることができる。これらのことは、射出成型部品の寸法や形状を安定させるために重要である。
9.1.1.3,39,-,プレス製造工程で【プレス製造工程：金属板をプレス機で加圧して成形する工程】統計的ツール【統計的ツール：統計的手法や分析法を用いてデータを処理するツール】を使用しないデメリットは何か？,選択肢a：プレス部品の寸法や形状が不安定になること,選択肢b：プレス機の故障や停止が増えること,選択肢c：プレス部品のコストや廃棄率が上がること,a,要求事項の適合した例：プレス製造工程で統計的ツールを使用しないデメリットは、プレス部品の寸法や形状が不安定になることである。統計的ツールを使用しなければ、プレス部品の寸法や形状のばらつきや能力を把握できなかったり、プレス部品の寸法や形状に影響する要因や条件を制御できなかったり、プレス部品の寸法や形状の目標値や許容範囲を満たすための改善策を立案できなかったりすることがある。これらのことは、プレス部品の寸法や形状を不安定にする原因となる。 適合していない例：プレス製造工程で統計的ツールを使用しないデメリットは、プレス機の故障や停止が増えることである。これでは統計的ツールと関係がなく、プレス部品の寸法や形状という観点から問題を考えていないことになる。 箇条要求事項の概要詳細解説：統計的ツールに携わる要員は、プレス製造工程で統計的ツールを使用しないデメリットは、プレス部品の寸法や形状が不安定になることであることを理解していなければならない。統計的ツールを使用しなければ、プレス部品の寸法や形状のばらつきや能力を把握できなかったり、プレス部品の寸法や形状に影響する要因や条件を制御できなかったり、プレス部品の寸法や形状の目標値や許容範囲を満たすための改善策を立案できなかったりすることがある。これらのことは、プレス部品の寸法や形状を不安定にする原因となる。
9.1.1.3,40,-,射出成型製造工程で【射出成型製造工程：樹脂を溶かして金型に注入して成形する工程】統計的ツール【統計的ツール：統計的手法や分析法を用いてデータを処理するツール】を使用するメリットは何か？,選択肢a：射出成型部品の寸法や形状が安定すること,選択肢b：射出成型機の故障や停止が減ること,選択肢c：射出成型部品のコストや廃棄率が下がること,a,要求事項の適合した例：射出成型製造工程で統計的ツールを使用するメリットは、射出成型部品の寸法や形状が安定することである。統計的ツールを使用すれば、射出成型部品の寸法や形状のばらつきや能力を把握できたり、射出成型部品の寸法や形状に影響する要因や条件を制御できたり、射出成型部品の寸法や形状の目標値や許容範囲を満たすための改善策を立案できたりすることがある。これらのことは、射出成型部品の寸法や形状を安定させる効果がある。 適合していない例：射出成型製造工程で統計的ツールを使用するメリットは、射出成型機の故障や停止が減ることである。これでは統計的ツールと関係がなく、射出成型部品の寸法や形状という観点から問題を考えていないことになる。 箇条要求事項の概要詳細解説：統計的ツールに携わる要員は、射出成型製造工程で統計的ツールを使用するメリットは、射出成型部品の寸法や形状が安定することであることを理解していなければならない。統計的ツールを使用すれば、射出成型部品の寸法や形状のばらつきや能力を把握できたり、射出成型部品の寸法や形状に影響する要因や条件を制御できたり、射出成型部品の寸法や形状の目標値や許容範囲を満たすための改善策を立案できたりすることがある。これらのことは、射出成型部品の寸法や形状を安定させる効果がある。
9.1.1.3,41,-,プレス製造工程で【プレス製造工程：金属板をプレス機で加圧して成形する工程】統計的ツール【統計的ツール：統計的手法や分析法を用いてデータを処理するツール】を使用しないデメリットは何か？,選択肢a：プレス部品の寸法や形状が不安定になること,選択肢b：プレス機の故障や停止が増えること,選択肢c：プレス部品のコストや廃棄率が上がること,a,要求事項の適合した例：プレス製造工程で統計的ツールを使用しないデメリットは、プレス部品の寸法や形状が不安定になることである。統計的ツールを使用しなければ、プレス部品の寸法や形状のばらつきや能力を把握できなかったり、プレス部品の寸法や形状に影響する要因や条件を制御できなかったり、プレス部品の寸法や形状の目標値や許容範囲を満たすための改善策を立案できなかったりすることがある。これらのことは、プレス部品の寸法や形状を不安定にする原因となる。 適合していない例：プレス製造工程で統計的ツールを使用しないデメリットは、プレス機の故障や停止が増えることである。これでは統計的ツールと関係がなく、プレス部品の寸法や形状という観点から問題を考えていないことになる。 箇条要求事項の概要詳細解説：統計的ツールに携わる要員は、プレス製造工程で統計的ツールを使用しないデメリットは、プレス部品の寸法や形状が不安定になることであることを理解していなければならない。統計的ツールを使用しなければ、プレス部品の寸法や形状のばらつきや能力を把握できなかったり、プレス部品の寸法や形状に影響する要因や条件を制御できなかったり、プレス部品の寸法や形状の目標値や許容範囲を満たすための改善策を立案できなかったりすることがある。これらのことは、プレス部品の寸法や形状を不安定にする原因となる。
9.1.1.3,42,-,射出成型製造工程で【射出成型製造工程：樹脂を加熱溶解して金型に射出して成形する工程】統計的ツール【統計的ツール：統計的手法や分析法を用いてデータを処理するツール】を使用するメリットは何か？,選択肢a：射出成型部品の寸法や形状が安定すること,選択肢b：射出成型機の故障や停止が減ること,選択肢c：射出成型部品のコストや廃棄率が下がること,a,要求事項の適合した例：射出成型製造工程で統計的ツールを使用するメリットは、射出成型部品の寸法や形状が安定することである。統計的ツールを使用すれば、射出成型部品の寸法や形状のばらつきや能力を把握したり、射出成型部品の寸法や形状に影響する要因や条件を制御したり、射出成型部品の寸法や形状の目標値や許容範囲を満たすための改善策を立案したりすることができる。これらのことは、射出成型部品の寸法や形状を安定させる効果がある。 適合していない例：射出成型製造工程で統計的ツールを使用するメリットは、射出成型機の故障や停止が減ることである。これでは統計的ツールと関係がなく、射出成型部品の寸法や形状という観点から問題を考えていないことになる。 箇条要求事項の概要詳細解説：統計的ツールに携わる要員は、射出成型製造工程で統計的ツールを使用するメリットは、射出成型部品の寸法や形状が安定することであることを理解していなければならない。統計的ツールを使用すれば、射出成型部品の寸法や形状のばらつきや能力を把握したり、射出成型部品の寸法や形状に影響する要因や条件を制御したり、射出成型部品の寸法や形状の目標値や許容範囲を満たすための改善策を立案したりすることができる。これらのことは、射出成型部品の寸法や形状を安定させる効果がある。
9.1.1.3,43,-,プレス製造能力レベル3【プレス製造能力レベル3：プレス製品の品質や寸法を統計的に評価する指標】を達成するために必要な統計的ツール【統計的ツール：統計的手法や分析法を用いてデータを処理するツール】は何か？,選択肢a：管理図と工程能力指数,選択肢b：散布図と相関係数,選択肢c：ヒストグラムと平均値,a,要求事項の適合した例：プレス製造能力レベル3を達成するために必要な統計的ツールは、管理図と工程能力指数である。管理図を使用すれば、プレス製品の品質や寸法が安定しているかどうかを判断することができる。工程能力指数を使用すれば、プレス製品の品質や寸法が規格や設計要求に適合しているかどうかを評価することができる。 適合していない例：プレス製造能力レベル3を達成するために必要な統計的ツールは、散布図と相関係数である。これではプレス製品の品質や寸法に関係なく、二つの変数間の関係性を調べるだけである。プレス製造能力レベル3は、プレス製品の品質や寸法が安定しており、規格や設計要求に適合していることを示す指標である。 箇条要求事項の概要詳細解説：統計的ツールに携わる要員は、プレス製造能力レベル3を達成するために必要な統計的ツールは、管理図と工程能力指数であることを理解していなければならない。管理図を使用すれば、プレス製品の品質や寸法が安定しているかどうかを判断することができる。工程能力指数を使用すれば、プレス製品の品質や寸法が規格や設計要求に適合しているかどうかを評価することができる。